citing_venue_count,citing_field_count,citing_institution_count,citing_country_count,citing_year_min,citing_year_max,citing_year_span,citing_works_sampled,top_citing_work_examples,citing_fields_sample,citing_countries_sample,paper_id,title,openalex_id
24.0,72.0,65.0,12.0,2000.0,2020.0,21.0,50,"[{'title': 'Sentiment Analysis and Opinion Mining', 'year': 2012, 'cited_by_count': 3256}, {'title': 'Text as Data: The Promise and Pitfalls of Automatic Content Analysis Methods for Political Texts', 'year': 2013, 'cited_by_count': 3095}, {'title': '10.1162/jmlr.2003.3.4-5.993', 'year': 2000, 'cited_by_count': 2967}, {'title': 'From Frequency to Meaning: Vector Space Models of Semantics', 'year': 2010, 'cited_by_count': 2865}, {'title': 'The Probabilistic Relevance Framework: BM25 and Beyond', 'year': 2009, 'cited_by_count': 2778}]","['Aerospace engineering', 'Algorithm', 'Archaeology', 'Architectural engineering', 'Art', 'Artificial intelligence', 'Biology', 'Botany', 'Business', 'Cartography', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Database', 'Distributed computing']","['CA', 'CN', 'CO', 'DE', 'EG', 'ES', 'FR', 'GB', 'IL', 'IN', 'SG', 'US']",sigir_1999_c5218e0a,Probabilistic Latent Semantic Indexing,https://openalex.org/W4233135949
19.0,70.0,63.0,19.0,2001.0,2024.0,24.0,50,"[{'title': 'Retrieval evaluation with incomplete information', 'year': 2004, 'cited_by_count': 738}, {'title': 'User performance versus precision measures for simple search tasks', 'year': 2006, 'cited_by_count': 393}, {'title': 'Graph Matching Algorithms for Business Process Model Similarity Search', 'year': 2009, 'cited_by_count': 391}, {'title': 'The Philosophy of Information Retrieval Evaluation', 'year': 2002, 'cited_by_count': 384}, {'title': 'Information retrieval system evaluation', 'year': 2005, 'cited_by_count': 367}]","['Aerospace engineering', 'Algorithm', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Chromatography', 'Cognitive psychology', 'Combinatorics', 'Communication', 'Composite material', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science']","['AT', 'AU', 'BR', 'CA', 'DE', 'EE', 'ES', 'FI', 'FR', 'GB', 'IE', 'IT', 'JP', 'MX', 'NL', 'RO', 'SA', 'TR', 'US']",sigir_2000_aed95749,Evaluating Evaluation Measure Stability,https://openalex.org/W4233760227
11.0,70.0,60.0,14.0,2001.0,2020.0,20.0,50,"[{'title': 'Learning deep structured semantic models for web search using clickthrough data', 'year': 2013, 'cited_by_count': 2072}, {'title': 'Learning to rank', 'year': 2007, 'cited_by_count': 1954}, {'title': 'Learning to Rank for Information Retrieval', 'year': 2009, 'cited_by_count': 1498}, {'title': 'The princeton shape benchmark', 'year': 2004, 'cited_by_count': 1421}, {'title': 'Improving web search ranking by incorporating user behavior information', 'year': 2006, 'cited_by_count': 1044}]","['Accounting', 'Acoustics', 'Algorithm', 'Anthropology', 'Archaeology', 'Art', 'Artificial intelligence', 'Astrophysics', 'Biology', 'Business', 'Chemistry', 'Cognitive science', 'Combinatorics', 'Composite material', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database']","['AU', 'CA', 'CN', 'CZ', 'DE', 'DK', 'GB', 'IN', 'JP', 'NL', 'PT', 'SG', 'TW', 'US']",sigir_2000_f803bbfd,IR Evaluation Methods for Retrieving Highly Relevant Documents,https://openalex.org/W4251560691
9.0,64.0,47.0,14.0,2001.0,2018.0,18.0,50,"[{'title': 'A Survey of Automatic Query Expansion in Information Retrieval', 'year': 2012, 'cited_by_count': 1084}, {'title': 'LDA-based document models for ad-hoc retrieval', 'year': 2006, 'cited_by_count': 1084}, {'title': 'A Deep Relevance Matching Model for Ad-hoc Retrieval', 'year': 2016, 'cited_by_count': 850}, {'title': 'A Markov random field model for term dependencies', 'year': 2005, 'cited_by_count': 848}, {'title': 'Model-based feedback in the language modeling approach to information retrieval', 'year': 2001, 'cited_by_count': 797}]","['Accounting', 'Acoustics', 'Advertising', 'Algorithm', 'Archaeology', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Cartography', 'Chemistry', 'Cognitive science', 'Combinatorics', 'Composite material', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science']","['AU', 'CA', 'CN', 'ES', 'FI', 'GB', 'IE', 'IL', 'IT', 'JP', 'KR', 'NL', 'SG', 'US']",sigir_2001_06bf3a99,A Study of Smoothing Methods for Language Models applied to Ad Hoc Information Retrieval,https://openalex.org/W4240913316
12.0,58.0,51.0,16.0,2001.0,2023.0,23.0,50,"[{'title': 'The Probabilistic Relevance Framework: BM25 and Beyond', 'year': 2009, 'cited_by_count': 2778}, {'title': 'Learning to Rank for Information Retrieval', 'year': 2009, 'cited_by_count': 1498}, {'title': 'Automatic image annotation and retrieval using cross-media relevance models', 'year': 2003, 'cited_by_count': 1146}, {'title': 'Recent Advances in Natural Language Processing via Large Pre-trained Language Models: A Survey', 'year': 2023, 'cited_by_count': 1116}, {'title': 'Model-based feedback in the language modeling approach to information retrieval', 'year': 2001, 'cited_by_count': 797}]","['Accounting', 'Algorithm', 'Anthropology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Computer graphics (images)', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Economics', 'Epistemology', 'Evolutionary biology', 'Finance']","['AU', 'CA', 'CH', 'CN', 'DK', 'ES', 'FI', 'FR', 'GB', 'HK', 'IL', 'IT', 'KR', 'PR', 'SG', 'US']",sigir_2001_2796128b,"Document Language Models, Query Models and Risk Minimization for Information Retrieval",https://openalex.org/W4243333943
8.0,59.0,54.0,16.0,2001.0,2021.0,21.0,50,"[{'title': 'From Frequency to Meaning: Vector Space Models of Semantics', 'year': 2010, 'cited_by_count': 2865}, {'title': 'The Probabilistic Relevance Framework: BM25 and Beyond', 'year': 2009, 'cited_by_count': 2778}, {'title': 'Automatic image annotation and retrieval using cross-media relevance models', 'year': 2003, 'cited_by_count': 1146}, {'title': 'A Survey of Automatic Query Expansion in Information Retrieval', 'year': 2012, 'cited_by_count': 1084}, {'title': 'LDA-based document models for ad-hoc retrieval', 'year': 2006, 'cited_by_count': 1084}]","['Advertising', 'Algorithm', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Dentistry', 'Economics', 'Economy', 'Engineering']","['AU', 'BE', 'CA', 'CH', 'CN', 'ES', 'FI', 'FR', 'GB', 'HK', 'IE', 'IL', 'IT', 'KR', 'NL', 'US']",sigir_2001_1a192554,Relevance based Language Models,https://openalex.org/W4246858749
11.0,68.0,70.0,19.0,2004.0,2022.0,19.0,50,"[{'title': 'Learning Spatiotemporal Features with 3D Convolutional Networks', 'year': 2015, 'cited_by_count': 9605}, {'title': 'A Closer Look at Spatiotemporal Convolutions for Action Recognition', 'year': 2018, 'cited_by_count': 3482}, {'title': 'Recognizing human actions: a local SVM approach', 'year': 2004, 'cited_by_count': 2963}, {'title': 'Recognizing human actions: A local SVM approach', 'year': 2004, 'cited_by_count': 2946}, {'title': 'On Space-Time Interest Points', 'year': 2005, 'cited_by_count': 2652}]","['Algorithm', 'Anatomy', 'Anthropology', 'Applied mathematics', 'Archaeology', 'Art', 'Artificial intelligence', 'Astronomy', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemical engineering', 'Chemistry', 'Classical mechanics', 'Combinatorics', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security']","['BE', 'CA', 'CH', 'CN', 'CO', 'DE', 'EG', 'ES', 'FR', 'GB', 'IL', 'IN', 'JP', 'KR', 'NL', 'SE', 'SG', 'SS', 'US']",iccv_2003_1e9d06bc,Space-time interest points,https://openalex.org/W2119799051
13.0,74.0,74.0,18.0,2004.0,2022.0,19.0,50,"[{'title': 'Recognizing human actions: a local SVM approach', 'year': 2004, 'cited_by_count': 2963}, {'title': 'Recognizing human actions: A local SVM approach', 'year': 2004, 'cited_by_count': 2946}, {'title': 'On Space-Time Interest Points', 'year': 2005, 'cited_by_count': 2652}, {'title': 'A survey of advances in vision-based human motion capture and analysis', 'year': 2006, 'cited_by_count': 2523}, {'title': 'Behavior Recognition via Sparse Spatio-Temporal Features', 'year': 2006, 'cited_by_count': 2473}]","['Aerospace engineering', 'Algorithm', 'Anatomy', 'Archaeology', 'Architectural engineering', 'Art', 'Artificial intelligence', 'Astronomy', 'Atmospheric sciences', 'Biochemistry', 'Biology', 'Botany', 'Chemical engineering', 'Chemistry', 'Classical mechanics', 'Combinatorics', 'Composite material', 'Computer graphics (images)', 'Computer network', 'Computer science']","['BE', 'CA', 'CH', 'CN', 'CO', 'DE', 'DK', 'ES', 'FR', 'GB', 'GR', 'IL', 'IN', 'KR', 'NL', 'PK', 'SE', 'US']",iccv_2003_cf03eac5,Recognizing action at a distance,https://openalex.org/W3141200356
15.0,67.0,71.0,21.0,2005.0,2021.0,17.0,50,"[{'title': 'The Pascal Visual Object Classes (VOC) Challenge', 'year': 2009, 'cited_by_count': 19275}, {'title': 'Momentum Contrast for Unsupervised Visual Representation Learning', 'year': 2020, 'cited_by_count': 11799}, {'title': 'Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition', 'year': 2015, 'cited_by_count': 11285}, {'title': 'ORB: An efficient alternative to SIFT or SURF', 'year': 2011, 'cited_by_count': 10286}, {'title': 'A performance evaluation of local descriptors', 'year': 2005, 'cited_by_count': 6710}]","['Acoustics', 'Algorithm', 'Anthropology', 'Applied mathematics', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Cartography', 'Chemistry', 'Combinatorics', 'Computer graphics (images)', 'Computer science', 'Computer security', 'Computer vision', 'Data mining']","['AR', 'AT', 'AU', 'BE', 'CA', 'CH', 'CN', 'CO', 'CZ', 'DE', 'ES', 'FI', 'FR', 'GB', 'HK', 'IL', 'IN', 'IT', 'JP', 'NL']",iccv_2003_d4dc49eb,Video Google: A text retrieval approach to object matching in videos,https://openalex.org/W2131846894
20.0,66.0,63.0,16.0,2003.0,2020.0,18.0,50,"[{'title': 'A performance evaluation of local descriptors', 'year': 2005, 'cited_by_count': 6710}, {'title': 'High-Resolution Image Synthesis and Semantic Manipulation with Conditional GANs', 'year': 2018, 'cited_by_count': 4393}, {'title': 'A Comparison of Affine Region Detectors', 'year': 2005, 'cited_by_count': 2920}, {'title': 'Automatic Panoramic Image Stitching using Invariant Features', 'year': 2006, 'cited_by_count': 2650}, {'title': 'A 3-dimensional sift descriptor and its application to action recognition', 'year': 2007, 'cited_by_count': 1617}]","['Aerospace engineering', 'Agronomy', 'Algorithm', 'Anthropology', 'Applied mathematics', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Chemistry', 'Chromatography', 'Combinatorics', 'Composite material', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security']","['AT', 'BE', 'CA', 'CH', 'CN', 'CZ', 'DE', 'FR', 'GB', 'HK', 'IL', 'IT', 'SG', 'TR', 'TW', 'US']",iccv_2003_17664fce,Recognising panoramas,https://openalex.org/W3152336969
16.0,55.0,84.0,19.0,2006.0,2023.0,18.0,50,"[{'title': 'Beyond Bags of Features: Spatial Pyramid Matching for Recognizing Natural Scene Categories', 'year': 2006, 'cited_by_count': 7951}, {'title': 'LabelMe: A Database and Web-Based Tool for Image Annotation', 'year': 2007, 'cited_by_count': 4149}, {'title': 'Unsupervised Visual Representation Learning by Context Prediction', 'year': 2015, 'cited_by_count': 2674}, {'title': 'Dynamic topic models', 'year': 2006, 'cited_by_count': 2367}, {'title': 'Local Features and Kernels for Classification of Texture and Object Categories: A Comprehensive Study', 'year': 2006, 'cited_by_count': 1927}]","['Algorithm', 'Archaeology', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Chemistry', 'Combinatorics', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Database', 'Econometrics', 'Economics', 'Electrical engineering', 'Engineering']","['AT', 'AU', 'BR', 'CA', 'CH', 'CN', 'CO', 'DE', 'ES', 'FR', 'GB', 'IL', 'JP', 'MA', 'NL', 'PK', 'SA', 'SG', 'US']",iccv_2003_a3c9d759,Discovering objects and their location in images,https://openalex.org/W2103658758
14.0,71.0,84.0,24.0,2006.0,2022.0,17.0,50,"[{'title': 'LIBSVM', 'year': 2011, 'cited_by_count': 41259}, {'title': 'The Pascal Visual Object Classes (VOC) Challenge', 'year': 2009, 'cited_by_count': 19275}, {'title': 'Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation', 'year': 2018, 'cited_by_count': 14129}, {'title': 'Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition', 'year': 2015, 'cited_by_count': 11285}, {'title': 'Beyond Bags of Features: Spatial Pyramid Matching for Recognizing Natural Scene Categories', 'year': 2006, 'cited_by_count': 7951}]","['Aerospace engineering', 'Algorithm', 'Applied mathematics', 'Archaeology', 'Arithmetic', 'Art', 'Art history', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Cartography', 'Chemistry', 'Combinatorics', 'Computer graphics (images)', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science']","['AU', 'BE', 'CA', 'CH', 'CN', 'CZ', 'DE', 'ES', 'FI', 'FR', 'GB', 'HK', 'IE', 'IL', 'IT', 'JP', 'MO', 'NL', 'PK', 'PT']",iccv_2005_53de106d,The pyramid match kernel: Discriminative classification with sets of image features,https://openalex.org/W2104978738
15.0,74.0,85.0,19.0,2006.0,2022.0,17.0,50,"[{'title': 'HMDB: A large video database for human motion recognition', 'year': 2011, 'cited_by_count': 3870}, {'title': 'Continual lifelong learning with neural networks: A review', 'year': 2019, 'cited_by_count': 2932}, {'title': 'A survey of advances in vision-based human motion capture and analysis', 'year': 2006, 'cited_by_count': 2523}, {'title': 'A survey on vision-based human action recognition', 'year': 2009, 'cited_by_count': 2242}, {'title': 'Human activity analysis', 'year': 2011, 'cited_by_count': 2049}]","['Aerospace engineering', 'Algorithm', 'Anatomy', 'Architectural engineering', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Cartography', 'Chemistry', 'Classical mechanics', 'Cognitive psychology', 'Combinatorics', 'Composite material', 'Computer architecture', 'Computer engineering', 'Computer hardware', 'Computer network']","['BE', 'CA', 'CH', 'CN', 'CO', 'DE', 'DK', 'ES', 'FR', 'GB', 'GR', 'IL', 'IN', 'KR', 'NL', 'PK', 'SG', 'US', 'VN']",iccv_2005_14fd00e0,Actions as space-time shapes,https://openalex.org/W2010399676
9.0,61.0,83.0,23.0,2003.0,2023.0,21.0,50,"[{'title': 'Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network', 'year': 2017, 'cited_by_count': 12203}, {'title': 'Image Super-Resolution Using Deep Convolutional Networks', 'year': 2015, 'cited_by_count': 9706}, {'title': 'SLIC Superpixels Compared to State-of-the-Art Superpixel Methods', 'year': 2012, 'cited_by_count': 9034}, {'title': 'Segment Anything', 'year': 2023, 'cited_by_count': 8391}, {'title': 'Accurate Image Super-Resolution Using Very Deep Convolutional Networks', 'year': 2016, 'cited_by_count': 7536}]","['Algorithm', 'Anthropology', 'Archaeology', 'Arithmetic', 'Artificial intelligence', 'Biology', 'Business', 'Cartography', 'Chemistry', 'Chromatography', 'Cognitive psychology', 'Combinatorics', 'Computer graphics (images)', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Database']","['AE', 'AT', 'AU', 'BE', 'CA', 'CH', 'CN', 'DE', 'DO', 'ES', 'FI', 'FR', 'GB', 'HK', 'IL', 'IN', 'KR', 'LB', 'SA', 'SE']",iccv_2001_8e7ef59f,A Database of Human Segmented Natural Images and Its Application to Evaluating Segmentation Algorithms and Measuring Ecological Statistics,https://openalex.org/W2121927366
16.0,67.0,66.0,21.0,2002.0,2018.0,17.0,50,"[{'title': 'Histograms of Oriented Gradients for Human Detection', 'year': 2005, 'cited_by_count': 31745}, {'title': 'Shape matching and object recognition using shape contexts', 'year': 2002, 'cited_by_count': 6312}, {'title': 'A survey of advances in vision-based human motion capture and analysis', 'year': 2006, 'cited_by_count': 2523}, {'title': 'Review of shape representation and description techniques', 'year': 2003, 'cited_by_count': 1847}, {'title': 'Shape distributions', 'year': 2002, 'cited_by_count': 1651}]","['Algorithm', 'Architectural engineering', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Chemistry', 'Classical mechanics', 'Combinatorics', 'Composite material', 'Computer graphics (images)', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Database', 'Economics']","['AU', 'CA', 'CH', 'CN', 'DE', 'DK', 'FI', 'FR', 'GB', 'ID', 'IE', 'IL', 'JP', 'KR', 'LK', 'MX', 'NL', 'PT', 'SA', 'TW']",iccv_2001_c28b186c,Matching Shapes,https://openalex.org/W2295106276
19.0,77.0,128.0,18.0,1989.0,2023.0,35.0,50,"[{'title': 'Fiji: an open-source platform for biological-image analysis', 'year': 2012, 'cited_by_count': 69549}, {'title': 'Cortical Surface-Based Analysis', 'year': 1999, 'cited_by_count': 11403}, {'title': 'Fast robust automated brain extraction', 'year': 2002, 'cited_by_count': 10775}, {'title': 'Active contours without edges', 'year': 2001, 'cited_by_count': 10271}, {'title': 'User-guided 3D active contour segmentation of anatomical structures: Significantly improved efficiency and reliability', 'year': 2006, 'cited_by_count': 8915}]","['Aerospace engineering', 'Algorithm', 'Applied mathematics', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Astronomy', 'Astrophysics', 'Biochemistry', 'Biology', 'Biomedical engineering', 'Botany', 'Business', 'Cartography', 'Chemistry', 'Combinatorics', 'Computational chemistry', 'Computer hardware', 'Computer science']","['AU', 'CA', 'CH', 'CN', 'DE', 'DK', 'ES', 'FR', 'GB', 'HK', 'IL', 'IN', 'KR', 'NL', 'NO', 'SE', 'SI', 'US']",iccv_1987_56f24279,Snakes: Active Contour Models,https://openalex.org/W2104095591
32.0,83.0,79.0,20.0,1992.0,2022.0,31.0,50,"[{'title': 'Support vector machines for histogram-based image classification', 'year': 1999, 'cited_by_count': 1463}, {'title': 'The Bayesian image retrieval system, PicHunter: theory, implementation, and psychophysical experiments', 'year': 2000, 'cited_by_count': 721}, {'title': 'Person Reidentification Using Spatiotemporal Appearance', 'year': 2006, 'cited_by_count': 559}, {'title': 'Local Fisher Discriminant Analysis for Pedestrian Re-identification', 'year': 2013, 'cited_by_count': 548}, {'title': 'A Review of Recent Advances in Surface Defect Detection using Texture analysis Techniques', 'year': 2008, 'cited_by_count': 487}]","['Accounting', 'Acoustics', 'Aerospace engineering', 'Algorithm', 'Anthropology', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Astrophysics', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Classical mechanics', 'Cognitive psychology', 'Cognitive science', 'Combinatorics', 'Communication']","['AU', 'CA', 'CL', 'CN', 'DE', 'ES', 'FR', 'GB', 'GR', 'IL', 'IN', 'IT', 'JP', 'NL', 'NO', 'NZ', 'SG', 'TR', 'TW', 'US']",iccv_1990_02b9f79c,Indexing via color histograms,https://openalex.org/W2105994593
32.0,69.0,65.0,21.0,1991.0,2022.0,32.0,50,"[{'title': 'Color indexing', 'year': 1991, 'cited_by_count': 5583}, {'title': 'Shape modeling with front propagation: a level set approach', 'year': 1995, 'cited_by_count': 3146}, {'title': 'The design and use of steerable filters', 'year': 1991, 'cited_by_count': 2929}, {'title': 'Transforms and Operators for Directional Bioimage Analysis: A Survey', 'year': 2016, 'cited_by_count': 547}, {'title': 'Multiscale detection of curvilinear structures in 2-D and 3-D image data', 'year': 2002, 'cited_by_count': 312}]","['Acoustics', 'Aerospace engineering', 'Algorithm', 'Applied mathematics', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Cartography', 'Chemistry', 'Chromatography', 'Combinatorics', 'Composite material', 'Computational science', 'Computer graphics (images)', 'Computer hardware', 'Computer science', 'Computer security', 'Computer vision', 'Data mining']","['AU', 'BE', 'CH', 'CN', 'DZ', 'ES', 'FR', 'GB', 'IL', 'IQ', 'IT', 'JP', 'LK', 'LT', 'MY', 'NL', 'SA', 'SE', 'SG', 'US']",iccv_1990_d335338f,"Steerable filters for early vision, image analysis, and wavelet decomposition",https://openalex.org/W1938319753
13.0,77.0,77.0,17.0,1994.0,2023.0,30.0,50,"[{'title': 'A Taxonomy and Evaluation of Dense Two-Frame Stereo Correspondence Algorithms', 'year': 2002, 'cited_by_count': 6716}, {'title': 'Emotion recognition in human-computer interaction', 'year': 2001, 'cited_by_count': 2548}, {'title': 'RAFT: Recurrent All-Pairs Field Transforms for Optical Flow', 'year': 2020, 'cited_by_count': 2242}, {'title': 'Non-parametric local transforms for computing visual correspondence', 'year': 1994, 'cited_by_count': 1761}, {'title': 'A Duality Based Approach for Realtime TV-L 1 Optical Flow', 'year': 2007, 'cited_by_count': 1671}]","['Algorithm', 'Applied mathematics', 'Archaeology', 'Art', 'Artificial intelligence', 'Astronomy', 'Biochemistry', 'Biology', 'Biophysics', 'Botany', 'Cardiology', 'Chemistry', 'Cognitive science', 'Combinatorics', 'Composite material', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security', 'Computer vision']","['AT', 'CA', 'CH', 'CN', 'DE', 'FR', 'GB', 'GR', 'HK', 'IN', 'JP', 'KR', 'NO', 'RO', 'SE', 'TR', 'US']",iccv_1993_f8f5c041,A framework for the robust estimation of optical flow,https://openalex.org/W2153101587
16.0,72.0,94.0,14.0,1996.0,2022.0,27.0,50,"[{'title': 'Kernel-based object tracking', 'year': 2003, 'cited_by_count': 4574}, {'title': 'Stereo Processing by Semiglobal Matching and Mutual Information', 'year': 2007, 'cited_by_count': 4201}, {'title': 'A survey of medical image registration', 'year': 1998, 'cited_by_count': 3194}, {'title': 'Mutual-information-based registration of medical images: a survey', 'year': 2003, 'cited_by_count': 2882}, {'title': 'Alignment by Maximization of Mutual Information', 'year': 1997, 'cited_by_count': 2588}]","['Accounting', 'Algorithm', 'Anthropology', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Classical mechanics', 'Combinatorics', 'Communication', 'Composite material', 'Computational biology', 'Computational chemistry', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining']","['AU', 'CA', 'CH', 'CN', 'DE', 'FI', 'FR', 'GB', 'KR', 'NL', 'SD', 'TR', 'TW', 'US']",iccv_1995_a9b7e171,Alignment by Maximization of Mutual Information,https://openalex.org/W4242237682
16.0,60.0,50.0,16.0,1996.0,2020.0,25.0,50,"[{'title': 'A flexible new technique for camera calibration', 'year': 2000, 'cited_by_count': 14473}, {'title': 'Robust wide-baseline stereo from maximally stable extremal regions', 'year': 2004, 'cited_by_count': 3681}, {'title': 'Flexible camera calibration by viewing a plane from unknown orientations', 'year': 1999, 'cited_by_count': 2583}, {'title': 'In defense of the eight-point algorithm', 'year': 1997, 'cited_by_count': 1601}, {'title': 'Robust Wide Baseline Stereo from Maximally Stable Extremal Regions', 'year': 2002, 'cited_by_count': 1351}]","['Acoustics', 'Aerospace engineering', 'Algorithm', 'Anthropology', 'Archaeology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Cartography', 'Chemistry', 'Classical mechanics', 'Combinatorics', 'Composite material', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining']","['AU', 'BE', 'CH', 'CN', 'CZ', 'DE', 'ES', 'FR', 'GB', 'HK', 'IE', 'IT', 'KR', 'PT', 'TR', 'US']",iccv_1995_e08aeb98,In Defence of the 8-Point Algorithm,https://openalex.org/W2138620157
14.0,58.0,100.0,15.0,1999.0,2021.0,23.0,50,"[{'title': 'Mean shift: a robust approach toward feature space analysis', 'year': 2002, 'cited_by_count': 11331}, {'title': 'Non-local Neural Networks', 'year': 2018, 'cited_by_count': 11090}, {'title': 'A Non-Local Algorithm for Image Denoising', 'year': 2005, 'cited_by_count': 7059}, {'title': 'Single Image Haze Removal Using Dark Channel Prior', 'year': 2010, 'cited_by_count': 5977}, {'title': 'Guided Image Filtering', 'year': 2012, 'cited_by_count': 5326}]","['Acoustics', 'Algorithm', 'Applied mathematics', 'Archaeology', 'Architectural engineering', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Cartography', 'Chemistry', 'Classical mechanics', 'Combinatorics', 'Composite material', 'Computer graphics (images)', 'Computer hardware', 'Computer science', 'Computer security', 'Computer vision']","['AE', 'BE', 'CN', 'DE', 'ES', 'FI', 'FR', 'GB', 'HK', 'IL', 'IS', 'IT', 'KR', 'TW', 'US']",iccv_1998_99fb2c6a,Bilateral Filtering for Gray and Color Images,https://openalex.org/W2099244020
24.0,73.0,117.0,19.0,1999.0,2021.0,23.0,50,"[{'title': 'Image retrieval', 'year': 2008, 'cited_by_count': 3007}, {'title': 'Simultaneous localization and mapping (SLAM): part II', 'year': 2006, 'cited_by_count': 2508}, {'title': 'Similarity estimation techniques from rounding algorithms', 'year': 2002, 'cited_by_count': 2224}, {'title': 'A survey of content-based image retrieval with high-level semantics', 'year': 2006, 'cited_by_count': 1693}, {'title': 'Shape distributions', 'year': 2002, 'cited_by_count': 1651}]","['Acoustics', 'Aerospace engineering', 'Agronomy', 'Algorithm', 'Applied mathematics', 'Archaeology', 'Art', 'Art history', 'Artificial intelligence', 'Biochemistry', 'Bioinformatics', 'Biology', 'Cartography', 'Chemistry', 'Civil engineering', 'Combinatorics', 'Computational biology', 'Computational chemistry', 'Computer graphics (images)', 'Computer network']","['AR', 'AU', 'CA', 'CH', 'CN', 'DE', 'FR', 'GB', 'HK', 'IL', 'IN', 'IS', 'IT', 'JM', 'KR', 'NL', 'RU', 'SG', 'US']",iccv_1998_aaed5ca1,A Metric for Distributions with Applications to Image Databases,https://openalex.org/W2125101937
22.0,53.0,81.0,15.0,1996.0,2023.0,28.0,50,"[{'title': 'Active contours without edges', 'year': 2001, 'cited_by_count': 10271}, {'title': 'Medical image analysis: progress over two decades and the challenges ahead', 'year': 2000, 'cited_by_count': 4163}, {'title': 'A Multiphase Level Set Framework for Image Segmentation Using the Mumford and Shah Model', 'year': 2002, 'cited_by_count': 2367}, {'title': 'Curve evolution implementation of the Mumford-Shah functional for image segmentation, denoising, interpolation, and magnification', 'year': 2001, 'cited_by_count': 841}, {'title': 'Active Contours without Edges for Vector-Valued Images', 'year': 2000, 'cited_by_count': 691}]","['Algorithm', 'Applied mathematics', 'Artificial intelligence', 'Astrophysics', 'Biochemistry', 'Biology', 'Chemistry', 'Classical mechanics', 'Combinatorics', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer vision', 'Data mining', 'Data science', 'Economics', 'Engineering', 'Evolutionary biology', 'Finance', 'Geometry']","['AR', 'AU', 'CA', 'CN', 'DE', 'ES', 'FR', 'GB', 'IL', 'IT', 'JP', 'MX', 'PT', 'US', 'VN']",iccv_1995_39ed57d2,"Region Competition: Unifying Snakes, Region Growing, Energy/Bayes/MDL for Multi-band Image Segmentation",https://openalex.org/W2128012355
